date,year,team,opponent,team_score,opponent_score,margin,result,tournament
2002-11-09,2002,France,South Africa,30,10,20,Win,2002 end-of-year rugby union internationals
2002-11-09,2002,Ireland,Australia,18,9,9,Win,2002 Autumn International
2002-11-09,2002,New Zealand,England,28,31,-3,Loss,2002 Autumn International
2002-11-09,2002,South Africa,France,10,30,-20,Loss,2002 end-of-year rugby union internationals
2002-11-16,2002,Argentina,Italy,38,6,32,Win,2002 Argentina rugby union tour of South Africa and Europe
2002-11-16,2002,Australia,England,31,32,-1,Loss,2002 Autumn International
2002-11-16,2002,England,Australia,32,31,1,Win,2002 Autumn International
2002-11-16,2002,France,New Zealand,20,20,0,Draw,2002 New Zealand tour of Europe
2002-11-16,2002,Italy,Argentina,6,38,-32,Loss,2002 Argentina rugby union tour of South Africa and Europe
2002-11-16,2002,New Zealand,France,20,20,0,Draw,2002 New Zealand tour of Europe
2002-11-16,2002,South Africa,Scotland,6,21,-15,Loss,2002 South Africa rugby union tour of Europe
2002-11-23,2002,Argentina,Ireland,7,16,-9,Loss,2002 Autumn Internationals
2002-11-23,2002,Australia,Italy,34,3,31,Win,2002 Australia tour of Argentina and Europe
2002-11-23,2002,England,South Africa,53,3,50,Win,2002 Autumn International
2002-11-23,2002,Ireland,Argentina,16,7,9,Win,2002 Autumn Internationals
2002-11-23,2002,Italy,Australia,3,34,-31,Loss,2002 Australia tour of Argentina and Europe
2002-11-23,2002,New Zealand,Wales,43,17,26,Win,2002 Autumn International
2002-11-23,2002,South Africa,England,3,53,-50,Loss,2002 Autumn International
2002-11-23,2002,Wales,New Zealand,17,43,-26,Loss,2002 Autumn International
2003-02-15,2003,England,France,25,17,8,Win,2003 Six Nations Championship
2003-02-15,2003,France,England,17,25,-8,Loss,2003 Six Nations Championship
2003-02-15,2003,Italy,Wales,30,22,8,Win,2003 Six Nations
2003-02-15,2003,Wales,Italy,22,30,-8,Loss,2003 Six Nations
2003-02-16,2003,Ireland,Scotland,36,6,30,Win,2003 Six Nations Championship
2003-02-22,2003,England,Wales,26,9,17,Win,2003 Six Nations Championship
2003-02-22,2003,Ireland,Italy,37,13,24,Win,2003 Six Nations Championship
2003-02-22,2003,Italy,Ireland,13,37,-24,Loss,2003 Six Nations Championship
2003-02-22,2003,Wales,England,9,26,-17,Loss,2003 Six Nations Championship
2003-02-23,2003,France,Scotland,38,3,35,Win,2003 Six Nations Championship
2003-03-08,2003,France,Ireland,12,15,-3,Loss,2003 Six Nations Championship
2003-03-08,2003,Ireland,France,15,12,3,Win,2003 Six Nations Championship
2003-03-08,2003,Wales,Scotland,22,30,-8,Loss,2003 Six Nations Championship
2003-03-09,2003,England,Italy,40,5,35,Win,2003 Six Nations Championship
2003-03-09,2003,Italy,England,5,40,-35,Loss,2003 Six Nations Championship
2003-03-22,2003,England,Scotland,40,9,31,Win,2003 Six Nations Championship
2003-03-22,2003,Ireland,Wales,25,24,1,Win,2003 Six Nations Championship
2003-03-22,2003,Wales,Ireland,24,25,-1,Loss,2003 Six Nations Championship
2003-03-23,2003,France,Italy,53,27,26,Win,2003 Six Nations Championship
2003-03-23,2003,Italy,France,27,53,-26,Loss,2003 Six Nations Championship
2003-03-29,2003,France,Wales,33,5,28,Win,2003 Six Nations Championship
2003-03-29,2003,Italy,Scotland,25,33,-8,Loss,2003 Six Nations Championship
2003-03-29,2003,Wales,France,5,33,-28,Loss,2003 Six Nations Championship
2003-03-30,2003,England,Ireland,42,6,36,Win,2003 Six Nations Championship
2003-03-30,2003,Ireland,England,6,42,-36,Loss,2003 Six Nations Championship
2003-06-07,2003,Australia,Ireland,45,16,29,Win,2003 Ireland tour of Oceania
2003-06-07,2003,Ireland,Australia,16,45,-29,Loss,2003 Ireland tour of Oceania
2003-06-07,2003,South Africa,Scotland,29,25,4,Win,2003 Scotland rugby union tour of South Africa
2003-06-14,2003,Argentina,France,10,6,4,Win,2003 France tour of Argentina and New Zealand
2003-06-14,2003,Australia,Wales,30,10,20,Win,2003 Wales tour of Australia and New Zealand
2003-06-14,2003,England,New Zealand,15,13,2,Win,2003 England rugby union tour of Australasia
2003-06-14,2003,France,Argentina,6,10,-4,Loss,2003 France tour of Argentina and New Zealand
2003-06-14,2003,New Zealand,England,13,15,-2,Loss,2003 England rugby union tour of Australasia
2003-06-14,2003,South Africa,Scotland,28,19,9,Win,2003 Scotland rugby union tour of South Africa
2003-06-14,2003,Wales,Australia,10,30,-20,Loss,2003 Wales tour of Australia and New Zealand
2003-06-20,2003,Argentina,France,33,32,1,Win,2003 France tour of Argentina and New Zealand
2003-06-20,2003,France,Argentina,32,33,-1,Loss,2003 France tour of Argentina and New Zealand
2003-06-21,2003,Australia,England,14,25,-11,Loss,2003 England tour of Australia and New Zealand
2003-06-21,2003,England,Australia,25,14,11,Win,2003 England tour of Australia and New Zealand
2003-06-21,2003,New Zealand,Wales,55,3,52,Win,2003 Wales tour of Australia and New Zealand
2003-06-21,2003,Wales,New Zealand,3,55,-52,Loss,2003 Wales tour of Australia and New Zealand
2003-06-28,2003,Argentina,South Africa,25,26,-1,Loss,2003 Argentina tour of South Africa
2003-06-28,2003,France,New Zealand,23,31,-8,Loss,2003 French tour
2003-06-28,2003,New Zealand,France,31,23,8,Win,2003 French tour
2003-06-28,2003,South Africa,Argentina,26,25,1,Win,2003 Argentina tour of South Africa
2003-07-12,2003,Australia,South Africa,22,26,-4,Loss,2003 Tri Nations Series
2003-07-12,2003,South Africa,Australia,26,22,4,Win,2003 Tri Nations Series
2003-07-19,2003,New Zealand,South Africa,52,16,36,Win,2003 Tri Nations Series
2003-07-19,2003,South Africa,New Zealand,16,52,-36,Loss,2003 Tri Nations Series
2003-07-26,2003,Australia,New Zealand,21,50,-29,Loss,2003 Tri Nations Series
2003-07-26,2003,New Zealand,Australia,50,21,29,Win,2003 Tri Nations Series
2003-08-02,2003,Australia,South Africa,29,9,20,Win,2003 Tri Nations Series
2003-08-02,2003,South Africa,Australia,9,29,-20,Loss,2003 Tri Nations Series
2003-08-09,2003,New Zealand,South Africa,19,11,8,Win,2003 Tri Nations Series
2003-08-09,2003,South Africa,New Zealand,11,19,-8,Loss,2003 Tri Nations Series
2003-08-16,2003,Australia,New Zealand,17,21,-4,Loss,2003 Tri Nations Series
2003-08-16,2003,Ireland,Wales,35,12,23,Win,2003 Rugby World Cup warm-up tests
2003-08-16,2003,New Zealand,Australia,21,17,4,Win,2003 Tri Nations Series
2003-08-16,2003,Wales,Ireland,12,35,-23,Loss,2003 Rugby World Cup warm-up tests
2003-08-23,2003,England,Wales,43,9,34,Win,2003 Rugby World Cup warm-up
2003-08-23,2003,Italy,Scotland,15,47,-32,Loss,2003 Rugby World Cup warm-up matches
2003-08-23,2003,Wales,England,9,43,-34,Loss,2003 Rugby World Cup warm-up
2003-08-30,2003,England,France,16,17,-1,Loss,2003 Rugby World Cup warm-up
2003-08-30,2003,France,England,17,16,1,Win,2003 Rugby World Cup warm-up
2003-08-30,2003,Ireland,Italy,61,6,55,Win,2003 Rugby World Cup warm-up matches
2003-08-30,2003,Italy,Ireland,6,61,-55,Loss,2003 Rugby World Cup warm-up matches
2003-08-30,2003,Wales,Scotland,23,9,14,Win,2003 Rugby World Cup warm-up
2003-09-06,2003,England,France,45,14,31,Win,2003 Rugby World Cup warm-up
2003-09-06,2003,France,England,14,45,-31,Loss,2003 Rugby World Cup warm-up
2003-09-06,2003,Ireland,Scotland,29,10,19,Win,2003 Rugby World Cup warm-up tests
2003-10-10,2003,Argentina,Australia,8,24,-16,Loss,2003 Rugby World Cup Pool match
2003-10-10,2003,Australia,Argentina,24,8,16,Win,2003 Rugby World Cup Pool match
2003-10-11,2003,Italy,New Zealand,7,70,-63,Loss,2003 Rugby World Cup
2003-10-11,2003,New Zealand,Italy,70,7,63,Win,2003 Rugby World Cup
2003-10-18,2003,England,South Africa,25,6,19,Win,2003 Rugby World Cup Pool C
2003-10-18,2003,South Africa,England,6,25,-19,Loss,2003 Rugby World Cup Pool C
2003-10-25,2003,France,Scotland,51,9,42,Win,2003 Rugby World Cup
2003-10-25,2003,Italy,Wales,15,27,-12,Loss,2003 Rugby World Cup Pool D
2003-10-25,2003,Wales,Italy,27,15,12,Win,2003 Rugby World Cup Pool D
2003-10-26,2003,Argentina,Ireland,15,16,-1,Loss,2003 Rugby World Cup
2003-10-26,2003,Ireland,Argentina,16,15,1,Win,2003 Rugby World Cup
2003-11-01,2003,Australia,Ireland,17,16,1,Win,2003 Rugby World Cup Pool match
2003-11-01,2003,Ireland,Australia,16,17,-1,Loss,2003 Rugby World Cup Pool match
2003-11-02,2003,New Zealand,Wales,53,37,16,Win,2003 Rugby World Cup Pool match
2003-11-02,2003,Wales,New Zealand,37,53,-16,Loss,2003 Rugby World Cup Pool match
2003-11-08,2003,Australia,Scotland,33,16,17,Win,2003 Rugby World Cup Quarter-final
2003-11-09,2003,England,Wales,28,17,11,Win,2003 Rugby World Cup quarter-final
2003-11-09,2003,France,Ireland,43,21,22,Win,2003 Rugby World Cup
2003-11-09,2003,Ireland,France,21,43,-22,Loss,2003 Rugby World Cup
2003-11-09,2003,New Zealand,South Africa,29,9,20,Win,2003 Rugby World Cup
2003-11-09,2003,South Africa,New Zealand,9,29,-20,Loss,2003 Rugby World Cup
2003-11-09,2003,Wales,England,17,28,-11,Loss,2003 Rugby World Cup quarter-final
2003-11-15,2003,Australia,New Zealand,22,10,12,Win,2003 Rugby World Cup Semi-final
2003-11-15,2003,New Zealand,Australia,10,22,-12,Loss,2003 Rugby World Cup Semi-final
2003-11-16,2003,England,France,24,7,17,Win,2003 Rugby World Cup semi-final
2003-11-16,2003,France,England,7,24,-17,Loss,2003 Rugby World Cup semi-final
2003-11-20,2003,France,New Zealand,13,40,-27,Loss,2003 Rugby World Cup
2003-11-20,2003,New Zealand,France,40,13,27,Win,2003 Rugby World Cup
2003-11-22,2003,Australia,England,17,20,-3,Loss,2003 Rugby World Cup Final
2003-11-22,2003,England,Australia,20,17,3,Win,2003 Rugby World Cup Final
2004-02-14,2004,France,Ireland,35,17,18,Win,2004 Six Nations Championship
2004-02-14,2004,Ireland,France,17,35,-18,Loss,2004 Six Nations Championship
2004-02-14,2004,Wales,Scotland,23,10,13,Win,2004 Six Nations Championship
2004-02-15,2004,England,Italy,50,9,41,Win,2004 Six Nations Championship
2004-02-15,2004,Italy,England,9,50,-41,Loss,2004 Six Nations Championship
2004-02-21,2004,England,Scotland,35,13,22,Win,2004 Six Nations Championship
2004-02-21,2004,France,Italy,25,0,25,Win,2004 Six Nations Championship
2004-02-21,2004,Italy,France,0,25,-25,Loss,2004 Six Nations Championship
2004-02-22,2004,Ireland,Wales,36,15,21,Win,2004 Six Nations Championship
2004-02-22,2004,Wales,Ireland,15,36,-21,Loss,2004 Six Nations Championship
2004-03-06,2004,England,Ireland,13,19,-6,Loss,2004 Six Nations Championship
2004-03-06,2004,Ireland,England,19,13,6,Win,2004 Six Nations Championship
2004-03-06,2004,Italy,Scotland,20,14,6,Win,2004 Six Nations Championship
2004-03-07,2004,France,Wales,29,22,7,Win,2004 Six Nations Championship
2004-03-07,2004,Wales,France,22,29,-7,Loss,2004 Six Nations Championship
2004-03-20,2004,England,Wales,31,21,10,Win,2004 Six Nations Championship
2004-03-20,2004,Ireland,Italy,19,3,16,Win,2004 Six Nations Championship
2004-03-20,2004,Italy,Ireland,3,19,-16,Loss,2004 Six Nations Championship
2004-03-20,2004,Wales,England,21,31,-10,Loss,2004 Six Nations Championship
2004-03-21,2004,France,Scotland,31,0,31,Win,2004 Six Nations Championship
2004-03-27,2004,England,France,21,24,-3,Loss,2004 Six Nations Championship
2004-03-27,2004,France,England,24,21,3,Win,2004 Six Nations Championship
2004-03-27,2004,Ireland,Scotland,37,16,21,Win,2004 Six Nations Championship
2004-03-27,2004,Italy,Wales,10,44,-34,Loss,2004 Six Nations
2004-03-27,2004,Wales,Italy,44,10,34,Win,2004 Six Nations
2004-06-12,2004,Argentina,Wales,50,44,6,Win,2004 Wales tour of Argentina and South Africa
2004-06-12,2004,England,New Zealand,3,36,-33,Loss,2004 England rugby union tour of Australasia
2004-06-12,2004,Ireland,South Africa,17,31,-14,Loss,2004 Ireland rugby union tour of South Africa
2004-06-12,2004,New Zealand,England,36,3,33,Win,2004 England rugby union tour of Australasia
2004-06-12,2004,South Africa,Ireland,31,17,14,Win,2004 Ireland rugby union tour of South Africa
2004-06-12,2004,Wales,Argentina,44,50,-6,Loss,2004 Wales tour of Argentina and South Africa
2004-06-13,2004,Australia,Scotland,35,15,20,Win,2004 Scotland tour of Australia and New Zealand
2004-06-19,2004,Argentina,Wales,20,35,-15,Loss,2004 Wales tour of Argentina and South Africa
2004-06-19,2004,Australia,Scotland,34,13,21,Win,2004 Scotland tour of Australia and New Zealand
2004-06-19,2004,England,New Zealand,12,36,-24,Loss,2004 England rugby union tour of Australasia
2004-06-19,2004,Ireland,South Africa,17,26,-9,Loss,2004 Ireland rugby union tour of South Africa
2004-06-19,2004,New Zealand,England,36,12,24,Win,2004 England rugby union tour of Australasia
2004-06-19,2004,South Africa,Ireland,26,17,9,Win,2004 Ireland rugby union tour of South Africa
2004-06-19,2004,Wales,Argentina,35,20,15,Win,2004 Wales tour of Argentina and South Africa
2004-06-26,2004,Argentina,New Zealand,7,41,-34,Loss,2004 Argentina tour of New Zealand and Europe
2004-06-26,2004,Australia,England,51,15,36,Win,2004 England tour of Australia and New Zealand
2004-06-26,2004,England,Australia,15,51,-36,Loss,2004 England tour of Australia and New Zealand
2004-06-26,2004,New Zealand,Argentina,41,7,34,Win,2004 Argentina tour of New Zealand and Europe
2004-06-26,2004,South Africa,Wales,53,18,35,Win,Wales tour of Argentina and South Africa
2004-06-26,2004,Wales,South Africa,18,53,-35,Loss,Wales tour of Argentina and South Africa
2004-07-17,2004,Australia,New Zealand,7,16,-9,Loss,2004 Tri Nations Series
2004-07-17,2004,New Zealand,Australia,16,7,9,Win,2004 Tri Nations Series
2004-07-24,2004,New Zealand,South Africa,23,21,2,Win,2004 Tri Nations Series
2004-07-24,2004,South Africa,New Zealand,21,23,-2,Loss,2004 Tri Nations Series
2004-07-31,2004,Australia,South Africa,30,26,4,Win,2004 Tri Nations Series
2004-07-31,2004,South Africa,Australia,26,30,-4,Loss,2004 Tri Nations Series
2004-08-07,2004,Australia,New Zealand,23,18,5,Win,2004 Tri Nations Series
2004-08-07,2004,New Zealand,Australia,18,23,-5,Loss,2004 Tri Nations Series
2004-08-14,2004,New Zealand,South Africa,26,40,-14,Loss,2004 Tri Nations Series
2004-08-14,2004,South Africa,New Zealand,40,26,14,Win,2004 Tri Nations Series
2004-08-21,2004,Australia,South Africa,19,23,-4,Loss,2004 Tri Nations Series
2004-08-21,2004,South Africa,Australia,23,19,4,Win,2004 Tri Nations Series
2004-11-06,2004,Australia,Scotland,31,14,17,Win,2004 Autumn International
2004-11-06,2004,South Africa,Wales,38,36,2,Win,2004 end-of-year test
2004-11-06,2004,Wales,South Africa,36,38,-2,Loss,2004 end-of-year test
2004-11-13,2004,Australia,France,14,27,-13,Loss,2004 Autumn International
2004-11-13,2004,France,Australia,27,14,13,Win,2004 Autumn International
2004-11-13,2004,Ireland,South Africa,17,12,5,Win,2004 end-of-year test
2004-11-13,2004,Italy,New Zealand,10,59,-49,Loss,2004 end-of-year internationals
2004-11-13,2004,New Zealand,Italy,59,10,49,Win,2004 end-of-year internationals
2004-11-13,2004,South Africa,Ireland,12,17,-5,Loss,2004 end-of-year test
2004-11-20,2004,Argentina,France,24,14,10,Win,2004 Autumn International
2004-11-20,2004,Australia,Scotland,31,17,14,Win,2004 Autumn International
2004-11-20,2004,England,South Africa,32,16,16,Win,2004 Autumn International
2004-11-20,2004,France,Argentina,14,24,-10,Loss,2004 Autumn International
2004-11-20,2004,New Zealand,Wales,26,25,1,Win,2004 Autumn International
2004-11-20,2004,South Africa,England,16,32,-16,Loss,2004 Autumn International
2004-11-20,2004,Wales,New Zealand,25,26,-1,Loss,2004 Autumn International
2004-11-27,2004,Argentina,Ireland,19,21,-2,Loss,2004 Autumn Internationals
2004-11-27,2004,Australia,England,21,19,2,Win,2004 Autumn International
2004-11-27,2004,England,Australia,19,21,-2,Loss,2004 Autumn International
2004-11-27,2004,France,New Zealand,6,45,-39,Loss,2004 end of year rugby union tests
2004-11-27,2004,Ireland,Argentina,21,19,2,Win,2004 Autumn Internationals
2004-11-27,2004,New Zealand,France,45,6,39,Win,2004 end of year rugby union tests
2004-11-27,2004,South Africa,Scotland,45,10,35,Win,2004 Autumn Internationals
2004-12-04,2004,Argentina,South Africa,7,39,-32,Loss,2004 end-of-year test
2004-12-04,2004,South Africa,Argentina,39,7,32,Win,2004 end-of-year test
2005-02-05,2005,England,Wales,9,11,-2,Loss,2005 Six Nations Championship
2005-02-05,2005,Wales,England,11,9,2,Win,2005 Six Nations Championship
2005-02-06,2005,Ireland,Italy,28,17,11,Win,2005 Six Nations Championship
2005-02-06,2005,Italy,Ireland,17,28,-11,Loss,2005 Six Nations Championship
2005-02-12,2005,Ireland,Scotland,40,13,27,Win,2005 Six Nations Championship
2005-02-12,2005,Italy,Wales,8,38,-30,Loss,2005 Six Nations
2005-02-12,2005,Wales,Italy,38,8,30,Win,2005 Six Nations
2005-02-14,2005,England,France,17,18,-1,Loss,2005 Six Nations Championship
2005-02-14,2005,France,England,18,17,1,Win,2005 Six Nations Championship
2005-02-26,2005,France,Wales,18,24,-6,Loss,2005 Six Nations Championship
2005-02-26,2005,Italy,Scotland,10,18,-8,Loss,2005 Six Nations Championship
2005-02-26,2005,Wales,France,24,18,6,Win,2005 Six Nations Championship
2005-02-27,2005,England,Ireland,13,19,-6,Loss,2005 Six Nations Championship
2005-02-27,2005,Ireland,England,19,13,6,Win,2005 Six Nations Championship
2005-03-05,2005,France,Scotland,16,9,7,Win,2005 Six Nations Championship
2005-03-12,2005,England,Italy,39,7,32,Win,2005 Six Nations Championship
2005-03-12,2005,France,Ireland,26,19,7,Win,2005 Six Nations Championship
2005-03-12,2005,Ireland,France,19,26,-7,Loss,2005 Six Nations Championship
2005-03-12,2005,Italy,England,7,39,-32,Loss,2005 Six Nations Championship
2005-03-13,2005,Wales,Scotland,46,22,24,Win,2005 Six Nations Championship
2005-03-19,2005,England,Scotland,43,22,21,Win,2005 Six Nations Championship
2005-03-19,2005,France,Italy,56,13,43,Win,2005 Six Nations Championship
2005-03-19,2005,Ireland,Wales,20,32,-12,Loss,2005 Six Nations Championship
2005-03-19,2005,Italy,France,13,56,-43,Loss,2005 Six Nations Championship
2005-03-19,2005,Wales,Ireland,32,20,12,Win,2005 Six Nations Championship
2005-06-11,2005,Argentina,Italy,35,21,14,Win,2005 Italy rugby union tour of Argentina
2005-06-11,2005,Italy,Argentina,21,35,-14,Loss,2005 Italy rugby union tour of Argentina
2005-06-17,2005,Argentina,Italy,29,30,-1,Loss,2005 Italy rugby union tour of Argentina
2005-06-17,2005,Italy,Argentina,30,29,1,Win,2005 Italy rugby union tour of Argentina
2005-06-18,2005,France,South Africa,30,30,0,Draw,2005 France rugby union tour
2005-06-18,2005,South Africa,France,30,30,0,Draw,2005 France rugby union tour
2005-06-25,2005,Australia,Italy,69,21,48,Win,2005 Italy tour of Argentina and Australia
2005-06-25,2005,France,South Africa,13,27,-14,Loss,2005 France rugby union tour
2005-06-25,2005,Italy,Australia,21,69,-48,Loss,2005 Italy tour of Argentina and Australia
2005-06-25,2005,South Africa,France,27,13,14,Win,2005 France rugby union tour
2005-07-02,2005,Australia,France,37,31,6,Win,2005 France tour of South Africa and Australia
